,movie,indication_year,number_indications,victories,percentage_victories,tmdb_id,imdb_id,budget,revenue,genres,production_countries
2867,Shrek,2002,2,1,50.0,808,tt0126029,60000000,484409218,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['US']
2868,Shrek 2,2005,2,0,0.0,809,tt0298148,150000000,919838758,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['US']
2869,Shut Up...I'm Crying,1971,1,0,0.0,243339,tt0066376,0,0,[],[]
2870,Siam,1955,1,0,0.0,243019,tt0047485,0,0,['Documentary'],[]
2871,Sicario,2016,3,0,0.0,273481,tt3397884,30000000,84025816,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",['US']
2872,Sicko,2008,1,0,0.0,2359,tt0386032,9000000,24538513,['Documentary'],['US']
2873,Sideways,2005,5,1,20.0,9675,tt0375063,16000000,109502303,"['Comedy', 'Drama', 'Romance']",['US']
2874,Sidney's Family Tree,1959,1,0,0.0,234971,tt0052195,0,0,[],[]
2875,Siege,1941,1,0,0.0,147364,tt0033050,0,0,[],[]
2876,Silence,2017,1,0,0.0,0,False,False,False,False,False
2877,Silent Nights,2017,1,0,0.0,433583,tt6460636,0,0,[],['DK']
2878,Silent Village,1944,1,0,0.0,244810,tt0139612,0,0,"['Documentary', 'Drama', 'History', 'War']",[]
2879,Silkwood,1984,5,0,0.0,12502,tt0086312,0,0,"['Drama', 'Thriller']",['US']
2880,Silver Linings Playbook,2013,8,1,12.5,82693,tt1045658,21000000,236412453,"['Drama', 'Comedy', 'Romance']",['US']
2881,Silver Queen,1943,2,0,0.0,110306,tt0035335,0,0,['Western'],['US']
2882,Silver Streak,1977,1,0,0.0,11558,tt0075223,6500000,51079064,"['Comedy', 'Crime', 'Romance', 'Thriller']",['US']
2883,Silver into Gold,1988,1,0,0.0,244696,tt0093975,0,0,[],[]
2884,Silverado,1986,2,0,0.0,11509,tt0090022,26000000,0,"['Action', 'Crime', 'Drama', 'Western']",['US']
2885,Sinbad the Sailor,1937,1,0,0.0,0,False,False,False,False,False
2886,Since You Went Away,1945,9,1,11.111111111111109,42401,tt0037280,0,0,"['Drama', 'Romance', 'War']",['US']
2887,Sing,2017,1,1,100.0,0,False,False,False,False,False
2888,Sing Your Way Home,1946,1,0,0.0,217172,tt0038091,0,0,['Comedy'],['US']
2889,Sing!,2002,1,0,0.0,244978,tt0308899,0,0,"['Music', 'Documentary']",['US']
2890,"Sing, Baby, Sing",1937,1,0,0.0,218365,tt0028255,0,0,['Music'],['US']
2891,Singin' in the Rain,1953,2,0,0.0,872,tt0045152,2540800,7200000,"['Comedy', 'Music', 'Romance']",['US']
2892,Singing Guns,1951,1,0,0.0,147862,tt0042970,0,0,['Western'],['US']
2893,Sis Hopkins,1942,1,0,0.0,181742,tt0034193,0,0,['Comedy'],['US']
2894,Sister Kenny,1947,1,0,0.0,51571,tt0038948,0,0,['Drama'],['US']
2895,Sister Rose's Passion,2005,1,0,0.0,245009,tt0420195,0,0,[],[]
2896,Sisyphus,1976,1,0,0.0,0,False,False,False,False,False
2897,Sitting Pretty,1949,1,0,0.0,76211,tt0040795,0,0,['Comedy'],['US']
2898,Six Degrees of Separation,1994,1,0,0.0,23210,tt0108149,0,0,"['Mystery', 'Drama', 'Comedy']",['US']
2899,Six Shooter,2006,1,1,100.0,0,False,False,False,False,False
2900,Six-Sided Triangle,1964,1,0,0.0,243240,tt0057506,0,0,[],[]
2901,Skaterdater,1966,1,0,0.0,0,False,False,False,False,False
2902,Skippy,1932,4,1,25.0,84295,tt0022397,0,0,"['Drama', 'Family']",['US']
2903,Sky over Holland,1968,1,0,0.0,98023,tt0062278,0,0,[],[]
2904,Skyfall,2013,5,2,40.0,37724,tt1074638,200000000,1108561013,"['Action', 'Adventure', 'Thriller']","['GB', 'US']"
2905,Skylark,1942,1,0,0.0,96175,tt0034198,0,0,"['Comedy', 'Romance']",['US']
2906,Skyscraper,1960,1,0,0.0,0,False,False,False,False,False
2907,Sleepers,1997,1,0,0.0,819,tt0117665,44000000,165615285,"['Crime', 'Drama', 'Thriller']",['US']
2908,Sleeping Beauty,1960,1,0,0.0,10882,tt0053285,6000000,51000000,"['Fantasy', 'Animation', 'Romance', 'Family']",['US']
2909,Sleepless in Seattle,1994,2,0,0.0,858,tt0108160,21000000,227799884,"['Comedy', 'Drama', 'Romance']",['US']
2910,Sleepy Hollow,2000,3,1,33.333333333333336,2668,tt0162661,100000000,206071502,"['Drama', 'Fantasy', 'Thriller', 'Mystery']","['DE', 'US']"
2911,Sleuth,1973,4,0,0.0,993,tt0069281,0,0,"['Mystery', 'Thriller']",['GB']
2912,Sling Blade,1997,2,1,50.0,12498,tt0117666,1000000,24444121,['Drama'],['US']
2913,Slumdog Millionaire,2009,10,8,80.0,12405,tt1010048,15000000,377910544,"['Drama', 'Romance']","['IN', 'GB', 'US']"
2914,Small Talk,1994,1,0,0.0,0,False,False,False,False,False
2915,Small Town Girl,1954,1,0,0.0,111625,tt0046330,0,0,"['Music', 'Romance']",['US']
2916,Smart Money,1932,1,0,0.0,17966,tt0022403,0,0,"['Drama', 'Action', 'Crime']",['US']
2917,Smart as a Fox,1947,1,0,0.0,240415,tt0038953,0,0,[],[]
2918,Smash-Up--The Story of a Woman,1948,2,0,0.0,0,False,False,False,False,False
2919,Smile Pinki,2009,1,1,100.0,129235,tt1360065,0,0,[],[]
2920,Smilin' Through,1934,1,0,0.0,0,False,False,False,False,False
2921,Smokey and the Bandit,1978,1,0,0.0,11006,tt0076729,4300000,126737428,"['Action', 'Adventure', 'Comedy']",['US']
2922,Snow,1966,1,0,0.0,0,False,False,False,False,False
2923,Snow Capers,1949,1,0,0.0,240443,tt0040807,0,0,[],[]
2924,Snow Carnival,1950,1,0,0.0,240460,tt0041889,0,0,[],[]
2925,Snow Falling on Cedars,2000,1,0,0.0,10219,tt0120834,0,0,"['Drama', 'Romance']",['US']
2926,Snow White and the Huntsman,2013,2,0,0.0,58595,tt1735898,170000000,396600000,"['Adventure', 'Fantasy', 'Drama']",['US']
2927,Snow White and the Seven Dwarfs,1938,1,0,0.0,408,tt0029583,1488423,184925486,"['Fantasy', 'Animation', 'Family']",['US']
2928,Snows of Aorangi,1959,1,0,0.0,243173,tt0052208,0,0,[],[]
2929,So Dear to My Heart,1950,1,0,0.0,0,False,False,False,False,False
2930,So Ends Our Night,1942,1,0,0.0,218305,tt0034208,0,0,"['War', 'Drama']",[]
2931,So Much for So Little,1950,1,1,100.0,140693,tt0041891,0,0,"['Animation', 'Family', 'Comedy']",['US']
2932,So Proudly We Hail!,1944,4,0,0.0,150778,tt0036367,0,0,['War'],['US']
2933,So This Is Harris,1934,1,1,100.0,233638,tt0024580,0,0,[],[]
2934,So This Is Washington,1944,1,0,0.0,94207,tt0036368,0,0,['Comedy'],[]
2935,So You Think You're Not Guilty,1950,1,0,0.0,0,False,False,False,False,False
2936,So You Want to Be in Pictures,1948,1,0,0.0,168470,tt0039843,0,0,[],['US']
2937,So You Want to Be on the Radio,1949,1,0,0.0,240449,tt0040813,0,0,[],[]
2938,Soldiers in Hiding,1986,1,0,0.0,0,False,False,False,False,False
2939,Soldiers of the Sky,1942,1,0,0.0,236830,tt0034213,0,0,[],[]
2940,Solly's Diner,1980,1,0,0.0,244353,tt0079923,0,0,[],[]
2941,Solo,1973,1,0,0.0,243367,tt0069296,0,0,[],['US']
2942,Solomon and Gaenor,2000,1,0,0.0,0,False,False,False,False,False
2943,Some Came Running,1959,5,0,0.0,38724,tt0052218,0,0,['Drama'],['US']
2944,Some Like It Hot,1960,6,1,16.666666666666668,239,tt0053291,2883848,25000000,"['Comedy', 'Romance']",['US']
2945,Somebody Up There Likes Me,1957,3,2,66.66666666666667,28000,tt0049778,1920000,3360000,['Drama'],['US']
2946,Somebody Waiting,1972,1,0,0.0,0,False,False,False,False,False
2947,Something to Shout About,1944,2,0,0.0,120588,tt0036375,0,0,['Music'],['US']
2948,Something to Sing About,1938,1,0,0.0,76464,tt0029588,0,0,['Comedy'],['US']
2949,Something's Gotta Give,2004,1,0,0.0,6964,tt0337741,80000000,266728738,"['Drama', 'Comedy', 'Romance']",['US']
2950,Sometimes a Great Notion,1972,2,0,0.0,0,False,False,False,False,False
2951,Somewhere in Time,1981,1,0,0.0,16633,tt0081534,5100000,0,"['Science Fiction', 'Drama', 'Fantasy', 'Romance']",['US']
2952,Son of Paleface,1953,1,0,0.0,30801,tt0045177,0,0,"['Comedy', 'Romance', 'Western']",['US']
2953,Son of Saul,2016,1,1,100.0,336050,tt3808342,1000000,1777043,"['War', 'Drama', 'Thriller']",['HU']
2954,Son of the Bride,2002,1,0,0.0,19460,tt0292542,0,0,"['Comedy', 'Drama', 'Romance']",['AR']
2955,Song of the Flame,1931,1,0,0.0,173713,tt0021404,0,0,['Music'],['US']
2956,Song of the Open Road,1945,3,0,0.0,218098,tt0037297,0,0,[],[]
2957,Song of the Sea,2015,1,0,0.0,110416,tt1865505,0,857522,"['Family', 'Animation', 'Fantasy']","['IE', 'BE', 'DK', 'FR', 'LU']"
2958,Song of the South,1948,2,1,50.0,0,False,False,False,False,False
2959,Song without End (The Story of Franz Liszt),1961,1,1,100.0,0,False,False,False,False,False
2960,Songwriter,1985,1,0,0.0,69722,tt0088153,0,0,['Drama'],['US']
2961,Sons and Lovers,1961,7,1,14.285714285714285,53939,tt0054326,0,0,['Drama'],['GB']
2962,Sons of Liberty,1940,1,1,100.0,130204,tt0031953,0,0,"['Drama', 'History']",['US']
2963,Sophie Scholl - The Final Days,2006,1,0,0.0,2117,tt0426578,0,0,"['Drama', 'History']",['DE']
2964,Sophie's Choice,1983,5,1,20.0,15764,tt0084707,12000000,30036000,"['Drama', 'Romance']","['GB', 'US']"
2965,Sorcerer,1978,1,0,0.0,38985,tt0076740,22000000,12000000,"['Action', 'Adventure', 'Thriller']","['MX', 'US', 'DO', 'FR', 'IL']"
2966,Sorrell and Son,1929,1,0,0.0,0,False,False,False,False,False
2967,"Sorry, Wrong Number",1949,1,0,0.0,21635,tt0040823,0,0,"['Drama', 'Thriller']",['US']
2968,Souls at Sea,1938,3,0,0.0,43419,tt0029593,0,0,['Adventure'],['US']
2969,Sound and Fury,2001,1,0,0.0,62529,tt0240912,0,0,['Documentary'],[]
2970,Sound of Sunshine - Sound of Rain,1984,1,0,0.0,244438,tt0086344,0,0,['Animation'],[]
2971,Sounder,1973,4,0,0.0,42489,tt0069303,0,0,['Drama'],['US']
2972,South Pacific,1959,3,1,33.333333333333336,17352,tt0052225,6000000,36800000,"['Music', 'Romance', 'War']",['US']
2973,"South Park: Bigger, Longer & Uncut",2000,1,0,0.0,9473,tt0158983,21000000,78608288,"['Animation', 'Comedy', 'Music']",['US']
2974,Space Cowboys,2001,1,0,0.0,5551,tt0186566,65000000,128884132,"['Action', 'Adventure', 'Thriller']",['US']
2975,Spaceborne,1978,1,0,0.0,243604,tt0076742,0,0,[],[]
2976,Spaces: The Architecture of Paul Rudolph,1984,1,0,0.0,244452,tt0086347,0,0,[],[]
2977,Spartacus,1961,6,4,66.66666666666667,967,tt0054331,12000000,60000000,"['Action', 'Drama', 'History']",['US']
2978,Speaking in Strings,2000,1,0,0.0,113275,tt0181835,0,0,['Documentary'],[]
2979,Speaking of Animals and Their Families,1943,1,1,100.0,236838,tt0035366,0,0,[],[]
2980,Special Delivery,1979,1,1,100.0,48346,tt0206312,0,0,[],['CA']
2981,Special Effects,1997,1,0,0.0,244909,tt0117709,0,0,[],[]
2982,Spectre,2016,1,1,100.0,206647,tt2379713,245000000,880674609,"['Action', 'Adventure', 'Crime']","['GB', 'US']"
2983,Speed,1995,3,2,66.66666666666667,1637,tt0111257,30000000,350448145,"['Action', 'Adventure', 'Crime']",['US']
2984,Speed for Thespians,2002,1,0,0.0,0,False,False,False,False,False
2985,Speedy,1929,1,0,0.0,22595,tt0019412,0,0,['Comedy'],['US']
2986,Speedy Gonzales,1956,1,1,100.0,33444,tt0048649,0,0,"['Animation', 'Family', 'Comedy']",['US']
2987,Spellbound,2003,1,0,0.0,16636,tt0334405,0,0,['Documentary'],['US']
2988,Spellbound,1946,6,1,16.666666666666668,4174,tt0038109,1500000,7000000,"['Drama', 'Mystery', 'Thriller']",['US']
2989,Spider-Man,2003,2,0,0.0,557,tt0145487,139000000,821708551,"['Fantasy', 'Action']",['US']
2990,Spider-Man 2,2005,3,1,33.333333333333336,558,tt0316654,200000000,783766341,"['Action', 'Adventure', 'Fantasy']",['US']
2991,Spielzeugland (Toyland),2009,1,1,100.0,0,False,False,False,False,False
2992,Spills and Chills,1950,1,0,0.0,240463,tt0041912,0,0,[],[]
2993,Spirit: Stallion of the Cimarron,2003,1,0,0.0,9023,tt0166813,80000000,122563539,"['Western', 'Animation', 'Adventure', 'Comedy', 'Family']",['US']
2994,Spirited Away,2003,1,1,100.0,0,False,False,False,False,False
2995,Splash,1985,1,0,0.0,2619,tt0088161,8000000,69821334,"['Comedy', 'Fantasy', 'Romance']",['US']
2996,Splendor in the Grass,1962,2,1,50.0,28569,tt0055471,0,0,"['Drama', 'Romance']",['US']
2997,Split Cherry Tree,1983,1,0,0.0,244408,tt0084713,0,0,[],[]
2998,Spotlight,2016,6,2,33.333333333333336,314365,tt1895587,20000000,88346473,"['Drama', 'Thriller', 'History']","['CA', 'US']"
2999,Spring Parade,1941,4,0,0.0,218312,tt0033095,0,0,"['Comedy', 'Music']",['US']
3000,Squash,2004,1,0,0.0,0,False,False,False,False,False
3001,Squatter's Rights,1947,1,0,0.0,1,False,False,False,False,False
3002,Squires of San Quentin,1979,1,0,0.0,1,False,False,False,False,False
3003,Sredni Vashtar,1983,1,0,0.0,0,False,False,False,False,False
3004,Stage Door,1938,4,0,0.0,1,False,False,False,False,False
3005,Stage Door Canteen,1944,2,0,0.0,1,False,False,False,False,False
3006,Stagecoach,1940,7,2,28.57142857142857,1,False,False,False,False,False
3007,Stagecoach to Fury,1957,1,0,0.0,1,False,False,False,False,False
3008,Stairway to Light,1946,1,1,100.0,1,False,False,False,False,False
3009,Stalag 17,1954,3,1,33.333333333333336,1,False,False,False,False,False
3010,Stand By for Action,1944,1,0,0.0,0,False,False,False,False,False
3011,Stand and Deliver,1989,1,0,0.0,1,False,False,False,False,False
3012,Stand by Me,1987,1,0,0.0,1,False,False,False,False,False
3013,Star Spangled Rhythm,1944,2,0,0.0,0,False,False,False,False,False
3014,Star Trek,2010,4,1,25.0,1,False,False,False,False,False
3015,Star Trek - The Motion Picture,1980,3,0,0.0,1,False,False,False,False,False
3016,Star Trek Beyond,2017,1,0,0.0,1,False,False,False,False,False
3017,Star Trek IV: The Voyage Home,1987,4,0,0.0,1,False,False,False,False,False
3018,Star Trek Into Darkness,2014,1,0,0.0,1,False,False,False,False,False
3019,Star Trek VI The Undiscovered Country,1992,2,0,0.0,1,False,False,False,False,False
3020,Star Trek: First Contact,1997,1,0,0.0,1,False,False,False,False,False
3021,Star Wars,1978,10,6,60.0,1,False,False,False,False,False
3022,Star Wars Episode I: The Phantom Menace,2000,3,0,0.0,1,False,False,False,False,False
3023,Star Wars Episode II Attack of the Clones,2003,1,0,0.0,1,False,False,False,False,False
3024,Star Wars: Episode III Revenge of the Sith,2006,1,0,0.0,1,False,False,False,False,False
3025,Star Wars: The Force Awakens,2016,5,0,0.0,1,False,False,False,False,False
3026,Star in the Night,1946,1,1,100.0,1,False,False,False,False,False
3027,Star!,1969,7,0,0.0,1,False,False,False,False,False
3028,Starman,1985,1,0,0.0,1,False,False,False,False,False
3029,Starship Troopers,1998,1,0,0.0,1,False,False,False,False,False
3030,Starting Over,1980,2,0,0.0,54663,tt0079948,0,0,"['Comedy', 'Romance']",['US']
3031,State Fair,1934,2,0,0.0,52517,tt0024610,0,0,"['Comedy', 'Drama', 'Romance']",['US']
3032,State Fair,1946,2,1,50.0,27686,tt0038116,0,0,"['Music', 'Romance']",['US']
3033,Steel Magnolias,1990,1,0,0.0,10860,tt0098384,0,95904091,"['Comedy', 'Drama', 'Romance']",['US']
3034,Stella Dallas,1938,2,0,0.0,43865,tt0029608,0,0,"['Drama', 'Romance']",['US']
3035,Step Lively,1945,1,0,0.0,43503,tt0037313,0,0,"['Drama', 'Music']",['US']
3036,Steve Jobs,2016,2,0,0.0,321697,tt2080374,30000000,34441873,"['Drama', 'History']","['GB', 'US']"
3037,Sticky My Fingers...Fleet My Feet,1971,1,0,0.0,243340,tt0066406,0,0,[],[]
3038,Still Alice,2015,1,1,100.0,284293,tt3316960,5000000,43884652,['Drama'],['US']
3039,Still Kicking: The Fabulous Palm Springs Follies,1998,1,0,0.0,244921,tt0141856,0,0,[],[]
3040,Stolen Kisses,1969,1,0,0.0,255,tt0062695,350000,0,"['Comedy', 'Drama', 'Romance']",['FR']
3041,Stop the World--I Want to Get Off,1967,1,0,0.0,216648,tt0061034,0,0,['Music'],['GB']
3042,"Stop, Look and Listen",1968,1,0,0.0,243309,tt0062307,0,0,['Comedy'],['US']
3043,Storm over Bengal,1939,1,0,0.0,218330,tt0030798,0,0,['Adventure'],['US']
3044,Story of a Dog,1946,1,0,0.0,240394,tt0038121,0,0,[],[]
3045,Stout Hearts and Willing Hands,1933,1,0,0.0,0,False,False,False,False,False
3046,Straight Outta Compton,2016,1,0,0.0,277216,tt1398426,28000000,201634991,"['Drama', 'Music']",['US']
3047,Straight from the Heart,1995,1,0,0.0,244886,tt0111295,0,0,[],[]
3048,Strange Fruit,1979,1,0,0.0,0,False,False,False,False,False
3049,Strange Invaders,2002,1,0,0.0,0,False,False,False,False,False
3050,Strangers No More,2011,1,1,100.0,113366,tt1754549,0,0,['Documentary'],[]
3051,Strangers on a Train,1952,1,0,0.0,845,tt0044079,1200000,7000000,"['Crime', 'Drama', 'Thriller']",['US']
3052,Strategic Air Command,1956,1,0,0.0,61880,tt0048667,0,0,"['Action', 'Drama']",['US']
3053,Straw Dogs,1972,1,0,0.0,994,tt0067800,2200000,3251794,"['Crime', 'Drama', 'Thriller', 'Mystery']","['GB', 'US']"
3054,Strawberry and Chocolate,1995,1,0,0.0,0,False,False,False,False,False
3055,Street Angel,1930,1,0,0.0,0,False,False,False,False,False
3056,Street Fight,2006,1,0,0.0,29044,tt0457496,0,0,['Documentary'],[]
3057,Street Smart,1988,1,0,0.0,60631,tt0094056,0,0,"['Thriller', 'Crime', 'Drama']","['US', 'CA']"
3058,Street of Chance,1931,1,0,0.0,169326,tt0021420,0,0,['Drama'],['US']
3059,Streetwise,1985,1,0,0.0,42098,tt0088196,0,0,['Documentary'],['US']
3060,Strike Up the Band,1941,3,1,33.333333333333336,43819,tt0033110,0,0,"['Comedy', 'Music', 'Romance']",['US']
3061,Strikes and Spares,1935,1,0,0.0,178380,tt0025840,0,0,['Comedy'],['US']
3062,Strings,1992,1,0,0.0,209690,tt0102997,0,0,['Animation'],['CA']
3063,Stuart Little,2000,1,0,0.0,10137,tt0164912,133000000,300135367,"['Animation', 'Fantasy', 'Family', 'Comedy']","['DE', 'US']"
3064,Stubble Trouble,2002,1,0,0.0,0,False,False,False,False,False
3065,Stutterer,2016,1,1,100.0,369373,tt4817576,0,0,['Drama'],['IE']
3066,Sudden Fear,1953,4,0,0.0,19171,tt0045205,0,0,"['Drama', 'Thriller']",['US']
3067,"Suddenly, Last Summer",1960,3,0,0.0,14698,tt0053318,3000000,0,"['Thriller', 'Drama', 'Mystery']",['US']
3068,Suez,1939,3,0,0.0,148675,tt0030811,0,0,"['Drama', 'History', 'Romance']",['US']
3069,Suicide Squad,2017,1,1,100.0,297761,tt1386697,176000000,745600054,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Science Fiction']",['US']
3070,Sully,2017,1,0,0.0,363676,tt3263904,60000000,238470033,"['Drama', 'History']",['US']
3071,Summer Storm,1945,1,0,0.0,81030,tt0037325,0,0,['Drama'],['US']
3072,"Summer Wishes, Winter Dreams",1974,2,0,0.0,92311,tt0070748,0,0,['Drama'],['US']
3073,Summer and Smoke,1962,4,0,0.0,94917,tt0055489,0,0,"['Drama', 'Romance']",['US']
3074,Summer of '42,1972,4,1,25.0,41357,tt0067803,0,0,"['Comedy', 'Drama', 'Romance']",['US']
3075,Summertime,1956,2,0,0.0,50363,tt0048673,0,0,"['Drama', 'Romance']","['GB', 'US']"
3076,Sun Come Up,2011,1,0,0.0,0,False,False,False,False,False
3077,Sun Valley Serenade,1942,3,0,0.0,43797,tt0034241,0,0,"['Comedy', 'Music', 'Romance']",['US']
3078,Sunbonnet Sue,1946,1,0,0.0,217165,tt0038135,0,0,"['Comedy', 'Music']",['US']
3079,Sundae in New York,1984,1,1,100.0,210972,tt0086388,0,0,['Animation'],['US']
3080,Sunday Bloody Sunday,1972,4,0,0.0,45938,tt0067805,0,0,['Drama'],['GB']
3081,Sundays and Cybele,1964,2,0,0.0,0,False,False,False,False,False
3082,Sundays and Cybele,1963,1,1,100.0,43001,tt0055910,0,0,['Drama'],"['AT', 'FR']"
3083,Sundown,1942,3,0,0.0,94241,tt0034242,0,0,"['Drama', 'War']",['US']
3084,Sunflower,1971,1,0,0.0,1863,tt0065782,0,0,"['Drama', 'War']","['FR', 'IT']"
3085,Sunny,1942,1,0,0.0,117250,tt0034243,0,0,[],['US']
3086,Sunrise,1929,4,3,75.0,0,False,False,False,False,False
3087,Sunrise at Campobello,1961,4,0,0.0,72354,tt0054354,0,0,"['Drama', 'History']",['US']
3088,Sunrise over Tiananmen Square,1999,1,0,0.0,244939,tt0189121,0,0,[],['CA']
3089,Sunset,1989,1,0,0.0,38560,tt0096193,16000000,4594452,"['Action', 'Comedy', 'Crime', 'Mystery', 'Thriller']","['IT', 'US']"
3090,Sunset Blvd.,1951,11,3,27.272727272727273,599,tt0043014,1752000,5000000,['Drama'],['US']
3091,Super Chief: The Life and Legacy of Earl Warren,1990,1,0,0.0,136651,tt0098413,0,0,[],[]
3092,Super Size Me,2005,1,0,0.0,9372,tt0390521,65000,28575078,"['Documentary', 'Comedy', 'Drama']",['US']
3093,Superman,1979,4,1,25.0,1924,tt0078346,55000000,300218018,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['GB', 'US']"
3094,Superman,1942,1,0,0.0,0,False,False,False,False,False
3095,Superman Returns,2007,1,0,0.0,1452,tt0348150,270000000,391081192,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']",['US']
3096,Sure Cures,1947,1,0,0.0,240416,tt0038998,0,0,['Comedy'],['US']
3097,Surf's Up,2008,1,0,0.0,9408,tt0423294,85000000,149044513,"['Animation', 'Comedy', 'Family']",['US']
3098,Survival City,1956,1,1,100.0,243030,tt0048677,0,0,[],[]
3099,Susan Slept Here,1955,2,0,0.0,50356,tt0047550,0,0,"['Comedy', 'Drama']",['US']
3100,Suspicion,1942,3,1,33.333333333333336,11462,tt0034248,1103000,4500000,"['Mystery', 'Thriller']",['US']
3101,Suzanne Farrell: Elusive Muse,1997,1,0,0.0,126998,tt0117793,0,0,[],[]
3102,Suzy,1937,1,0,0.0,52358,tt0028330,0,0,['Drama'],['US']
3103,Svengali,1932,2,0,0.0,45803,tt0022454,0,0,"['Drama', 'Thriller']",['US']
3104,Swan Song,1993,1,0,0.0,244748,tt0105506,0,0,[],[]
3105,Swanee River,1940,1,0,0.0,118328,tt0031996,0,0,"['Drama', 'Music', 'Thriller']",[]
3106,Swedes in America,1944,1,0,0.0,240364,tt0036405,0,0,['Documentary'],['US']
3107,Sweeney Todd The Demon Barber of Fleet Street,2008,3,1,33.333333333333336,13885,tt0408236,50000000,152000000,"['Drama', 'Horror', 'Music']","['GB', 'US']"
3108,Sweet Bird of Youth,1963,3,1,33.333333333333336,33632,tt0056541,0,0,"['Drama', 'Romance']",['US']
3109,Sweet Charity,1970,3,0,0.0,42618,tt0065054,8000000,20000000,"['Comedy', 'Drama', 'Music', 'Romance']",['US']
3110,Sweet Dreams,1986,1,0,0.0,42045,tt0090110,0,0,"['Drama', 'Romance', 'Music']",['US']
3111,Sweet and Low-Down,1945,1,0,0.0,162236,tt0037333,0,0,['Romance'],['US']
3112,Sweet and Lowdown,2000,2,0,0.0,9684,tt0158371,0,0,"['Comedy', 'Drama']",['US']
3113,Sweethearts,1939,2,0,0.0,43849,tt0030817,0,0,"['Music', 'Comedy']",['US']
