movie,indication_year,number_indications,victories,percentage_victories,tmdb_id
One Foot in Heaven,1942,1,0,0.0,84086
"Oh Brother, My Brother",1980,1,0,0.0,244352
Hell's Angels,1931,1,0,0.0,22301
Binta and the Great Idea (Binta Y La Gran Idea),2007,1,0,0.0,0
Birch Street Gym,1992,1,0,0.0,244730
Birdnesters of Thailand (aka 'Shadow Hunters'),1992,1,0,0.0,0
"Birds Do It, Bees Do It",1976,1,0,0.0,0
Birth of the Blues,1942,1,0,0.0,96700
Birthday Boy,2005,1,0,0.0,48606
Bismarck Convoy Smashed,1944,1,0,0.0,0
Bitter Rice,1951,1,0,0.0,0
Black Fury,1936,1,0,0.0,92667
Black Legion,1938,1,0,0.0,42683
Blackfly,1992,1,0,0.0,48608
Blackwood,1977,1,0,0.0,243589
Hellboy II: The Golden Army,2009,1,0,0.0,11253
One Fine Day,1997,1,0,0.0,7300
Hellfire: A Journey from Hiroshima,1988,1,0,0.0,0
'38',1987,1,0,0.0,42016
On Hope,1995,1,0,0.0,244873
On Tiptoe: Gentle Steps to Freedom,2001,1,0,0.0,244972
On the Bowery,1958,1,0,0.0,88051
On the Ropes,2000,1,0,0.0,113273
On the Twelfth Day...,1956,1,0,0.0,243027
"Once More, My Darling",1950,1,0,0.0,217187
Once upon a Honeymoon,1943,1,0,0.0,43779
One Day Crossing,2001,1,0,0.0,0
One Droopy Knight,1958,1,0,0.0,144239
Old Mill Pond,1937,1,0,0.0,201973
Off the Edge,1977,1,0,0.0,149344
Oh My Darling,1979,1,0,0.0,218777
Hellzapoppin',1943,1,0,0.0,0
Our Curse,2015,1,0,0.0,0
Our Time Is Up,2006,1,0,0.0,0
Open Heart,2013,1,0,0.0,116377
Operation Blue Jay,1954,1,0,0.0,243012
Operation Homecoming: Writing the Wartime Experience,2008,1,0,0.0,34981
Operation Petticoat,1960,1,0,0.0,9660
Operation Thunderbolt,1978,1,0,0.0,26113
Operation Vittles,1949,1,0,0.0,240455
Operator 13,1935,1,0,0.0,111310
Orchestra Wives,1943,1,0,0.0,43781
Oscar and Lucinda,1998,1,0,0.0,39780
Otello,1987,1,0,0.0,198469
Other Voices,1969,1,0,0.0,0
Our Very Own,1951,1,0,0.0,97332
Papillon,1974,1,0,0.0,5924
Pan,1963,1,0,0.0,243229
Outland,1982,1,0,0.0,10540
Outside the Law (Hors-la-loi),2011,1,0,0.0,47904
Ouverture,1966,1,0,0.0,220573
"Over There, 1914-18",1965,1,0,0.0,0
Overnight Sensation,1984,1,0,0.0,0
Overture,1959,1,0,0.0,0
Pacific Liner,1939,1,0,0.0,0
Paddle to the Sea,1968,1,0,0.0,0
Paint Your Wagon,1970,1,0,0.0,1
Paisan,1950,1,0,0.0,0
Paix Sur Les Champs,1971,1,0,0.0,1
Open Doors,1991,1,0,0.0,1
People Soup,1970,1,0,0.0,1
"Oh, God!",1978,1,0,0.0,1
Paris--Underground,1946,1,0,0.0,1
"Oh, My Nerves",1936,1,0,0.0,1
One-Eyed Jacks,1962,1,0,0.0,1
Open City,1947,1,0,0.0,0
Norbit,2008,1,0,0.0,1
Pat and Mike,1953,1,0,0.0,1
ParaNorman,2013,1,0,0.0,1
Paradise Lost 3: Purgatory,2012,1,0,0.0,1
Paradise Now,2006,1,0,0.0,1
Paradise,1985,1,0,0.0,0
Paramount News Issue #37 (Twentieth Anniversary Issue!  1927.....1947),1947,1,0,0.0,1
Paris 36,2010,1,0,0.0,1
Paris Blues,1962,1,0,0.0,1
Partners,1994,1,0,0.0,1
Pentecost,2012,1,0,0.0,1
Parvaneh,2015,1,0,0.0,0
Passport to Nowhere,1948,1,0,0.0,1
Passport to Pimlico,1950,1,0,0.0,1
Patch Adams,1999,1,0,0.0,1
Pathfinder,1988,1,0,0.0,1
Paul Bunyan,1959,1,0,0.0,1
Paw,1960,1,0,0.0,160413
Peace on Earth,1940,1,0,0.0,46242
Pear Cider and Cigarettes,2017,1,0,0.0,406398
Pearl,2017,1,0,0.0,393263
Pennies from Heaven,1937,1,0,0.0,189005
Penny Serenade,1942,1,0,0.0,43795
Billy the Kid,1942,1,0,0.0,111470
Billy Rose's Jumbo,1963,1,0,0.0,42991
Billy Budd,1963,1,0,0.0,5334
Ben and Me,1954,1,0,0.0,151430
Cashback,2006,1,0,0.0,0
Casino Royale,1968,1,0,0.0,12208
Casino,1996,1,0,0.0,524
Cats' Play,1975,1,0,0.0,42485
Cavalcade of Dance with Veloz and Yolanda,1944,1,0,0.0,0
CaveDigger,2014,1,0,0.0,249714
Borrowed Time,2017,1,0,0.0,0
Berkeley in the Sixties,1991,1,0,0.0,37447
Behind the News,1941,1,0,0.0,218310
Being Julia,2005,1,0,0.0,18701
Bells Are Ringing,1961,1,0,0.0,43029
Beloved,1999,1,0,0.0,39437
Ben's Mill,1983,1,0,0.0,149372
Casanova '70,1966,1,0,0.0,3520
Beneath the 12-Mile Reef,1954,1,0,0.0,22734
Benji,1975,1,0,0.0,23069
Ben,1973,1,0,0.0,42476
Berkeley Square,1934,1,0,0.0,104211
Begin Again,2015,1,0,0.0,0
Best Friends,1983,1,0,0.0,45840
Betrayal,1984,1,0,0.0,139383
Betty Blue,1987,1,0,0.0,11986
Between Heaven and Hell,1957,1,0,0.0,84567
Between the Tides,1960,1,0,0.0,0
Beverly Hills Cop II,1988,1,0,0.0,96
Beverly Hills Cop,1985,1,0,0.0,90
Casbah,1949,1,0,0.0,45628
Cartel Land,2016,1,0,0.0,317952
Big Fish,2004,1,0,0.0,587
Caravan,2000,1,0,0.0,0
Children Underground,2002,1,0,0.0,51722
Children Without,1965,1,0,0.0,0
Children at Work (Paisti Ag Obair),1974,1,0,0.0,0
Children of Darkness,1984,1,0,0.0,149374
Children of Fate,1994,1,0,0.0,149405
Children of Heaven,1999,1,0,0.0,0
Children of Mars,1944,1,0,0.0,240363
Children of Nature,1992,1,0,0.0,26880
Children of Paradise,1947,1,0,0.0,0
Changing Our Minds: The Story of Dr. Evelyn Hooker,1993,1,0,0.0,149404
Champions Carry On,1944,1,0,0.0,240360
Canary Row,1950,1,0,0.0,0
Canhead,1997,1,0,0.0,220836
Carnal Knowledge,1972,1,0,0.0,36492
Canyon Passage,1947,1,0,0.0,37309
Captain America: The Winter Soldier,2015,1,0,0.0,100402
Captain Caution,1941,1,0,0.0,151970
Captain Eddie,1946,1,0,0.0,188116
Captain Fantastic,2017,1,0,0.0,334533
Captain Fury,1940,1,0,0.0,151935
Captain Kidd,1946,1,0,0.0,15401
Captain from Castile,1948,1,0,0.0,44534
Capturing the Friedmans,2004,1,0,0.0,2260
Caravans,1979,1,0,0.0,41317
Carmen,1984,1,0,0.0,42106
Champagne for Two,1948,1,0,0.0,240424
Beyond Imagining: Margaret Anderson and the 'Little Review',1993,1,0,0.0,0
Beyond Silence,1961,1,0,0.0,243198
Beyond Silence,1998,1,0,0.0,0
Blues in the Night,1942,1,0,0.0,25862
Blind Vaysha,2017,1,0,0.0,389677
Blindscape,1994,1,0,0.0,244855
Blitz Wolf,1943,1,0,0.0,84669
Block-Heads,1939,1,0,0.0,43841
Blood Ties: The Life and Work of Sally Mann,1994,1,0,0.0,0
Blood on the Land,1966,1,0,0.0,0
Bloodbrothers,1979,1,0,0.0,114096
Blue Grass Gentlemen,1945,1,0,0.0,240375
Blue Thunder,1984,1,0,0.0,6341
Blue Velvet,1987,1,0,0.0,793
Big Broadcast of 1936;,1936,1,0,0.0,197491
Blues Highway,1995,1,0,0.0,244879
Body Team 12,2016,1,0,0.0,365447
Beyond the Forest,1950,1,0,0.0,35896
Bolt,2009,1,0,0.0,13053
Bombalera,1945,1,0,0.0,0
Bombardier,1944,1,0,0.0,62749
Bomber,1942,1,0,0.0,99572
Boogaloo and Graham,2015,1,0,0.0,307686
Boogie Woogie Bugle Boy of Company B,1942,1,0,0.0,236567
Boomerang!,1948,1,0,0.0,18926
Bless the Beasts & Children,1972,1,0,0.0,94225
Blaze,1990,1,0,0.0,22711
Blaze Busters,1951,1,0,0.0,242965
Blake,1970,1,0,0.0,243331
Big City Blues,1963,1,0,0.0,243222
Blue Valentine,2011,1,0,0.0,46705
Bicentennial Man,2000,1,0,0.0,2277
Beyond the Walls,1985,1,0,0.0,136663
Before Sunset,2005,1,0,0.0,80
Beyond the Lights,2015,1,0,0.0,241771
Before the Rain,1995,1,0,0.0,19155
Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2007,1,0,0.0,496
Beaches,1989,1,0,0.0,15592
Bang the Drum Slowly,1974,1,0,0.0,42459
Banjo on My Knee,1937,1,0,0.0,149991
Banning,1968,1,0,0.0,84511
Baptism of Fire,1944,1,0,0.0,93336
Barbary Coast,1936,1,0,0.0,76499
Barefoot in the Park,1968,1,0,0.0,17887
Barney's Version,2011,1,0,0.0,46829
Batman Begins,2006,1,0,0.0,272
Battle Cry,1956,1,0,0.0,51426
Battle of Berlin,1974,1,0,0.0,149331
Beach Red,1968,1,0,0.0,39519
Before the Mountain Was Moved,1970,1,0,0.0,0
Beaufort,2008,1,0,0.0,15048
Beauty and the Beach,1942,1,0,0.0,236811
Beauty and the Bull,1955,1,0,0.0,243016
Because You're Mine,1953,1,0,0.0,184802
Becky Sharp,1936,1,0,0.0,43888
Beep Prepared,1962,1,0,0.0,234704
Beethoven's 2nd,1994,1,0,0.0,10438
Before Midnight,2014,1,0,0.0,132344
Before Night Falls,2001,1,0,0.0,5001
None Shall Escape,1945,1,0,0.0,48989
Mulholland Drive,2002,1,0,0.0,1018
Peter Ibbetson,1936,1,0,0.0,57412
Sensations of 1945,1945,1,0,0.0,218097
Robin Hood: Prince of Thieves,1992,1,0,0.0,8367
Robin Hoodlum,1949,1,0,0.0,103978
Robin Hood,1974,1,0,0.0,11886
Rocky III,1983,1,0,0.0,1371
Rogue Cop,1955,1,0,0.0,30036
Sand,1950,1,0,0.0,217190
Saraband,1950,1,0,0.0,0
Persepolis,2008,1,0,0.0,2011
Seeing Hands,1944,1,0,0.0,98562
Seeing Red,1984,1,0,0.0,136058
Self Defense--For Cowards,1963,1,0,0.0,243231
Selling Out,1973,1,0,0.0,243370
Senzeni Na? (What Have We Done?),1991,1,0,0.0,0
Rob Roy,1996,1,0,0.0,11780
Seraglio,2001,1,0,0.0,244960
Servant of a Nation,1944,1,0,0.0,0
Service with the Colors,1941,1,0,0.0,236796
Seven Thieves,1961,1,0,0.0,64605
See What I Say,1982,1,0,0.0,244400
Seven,1996,1,0,0.0,0
Sewing Woman,1984,1,0,0.0,0
Sexy Beast,2002,1,0,0.0,0
Shadow of a Doubt,1944,1,0,0.0,1
Shall We Dance,1938,1,0,0.0,1
Shanghai Triad,1996,1,0,0.0,1
Shanks,1975,1,0,0.0,1
Roberta,1936,1,0,0.0,1
Road to Utopia,1947,1,0,0.0,1
Shaun the Sheep Movie,2016,1,0,0.0,1
Rhapsody in Rivets,1942,1,0,0.0,1
Salty O'Rourke,1946,1,0,0.0,1
Salt,2011,1,0,0.0,1
Samba-Mania,1949,1,0,0.0,1
Samoa,1957,1,0,0.0,1
Sam,1987,1,0,0.0,1
Sandakan No. 8,1976,1,0,0.0,0
Sandy Claws,1955,1,0,0.0,1
Romancing the Stone,1985,1,0,0.0,1
Romance of Radium,1938,1,0,0.0,1
Sanjay's Super Team,2016,1,0,0.0,1
Rip Van Winkle,1979,1,0,0.0,1
Revanche,2009,1,0,0.0,1
Rhythm in the Ranks,1942,1,0,0.0,1
Road to Rio,1948,1,0,0.0,1
Rhythm on the River,1941,1,0,0.0,1
"Rich, Young and Pretty",1952,1,0,0.0,1
Richard III,1957,1,0,0.0,0
Ride the Pink Horse,1948,1,0,0.0,1
Ridicule,1997,1,0,0.0,1
Ridin' on a Rainbow,1942,1,0,0.0,1
Ridin' the Rails,1952,1,0,0.0,1
Riding High,1944,1,0,0.0,218116
Rio,2012,1,0,0.0,46195
Rippling Romance,1946,1,0,0.0,240398
Roller Derby Girl,1950,1,0,0.0,240462
Rise of the Planet of the Apes,2012,1,0,0.0,61791
Shark Tale,2005,1,0,0.0,10555
She Done Him Wrong,1934,1,0,0.0,43595
Mr. & Mrs. Bridge,1991,1,0,0.0,0
Primal Fear,1997,1,0,0.0,1592
Portrait of Imogen,1989,1,0,0.0,244706
Portugal,1958,1,0,0.0,243164
Poseidon,2007,1,0,0.0,503
Possessed,1948,1,0,0.0,20849
Possessions,2014,1,0,0.0,263905
Poster Girl,2011,1,0,0.0,82421
Predator,1988,1,0,0.0,106
Prelude,1969,1,0,0.0,243321
Presto,2009,1,0,0.0,13042
Pretty Baby,1979,1,0,0.0,26973
Portia on Trial,1938,1,0,0.0,218342
Pride of the Marines,1946,1,0,0.0,52337
Primrose Path,1941,1,0,0.0,80054
Return to Glennascaul,1954,1,0,0.0,183841
Prince of the City,1982,1,0,0.0,32047
Prison Terminal: The Last Days of Private Jack Hall,2014,1,0,0.0,249726
Prisoner of Paradise,2003,1,0,0.0,112902
Prisoner of the Mountains,1997,1,0,0.0,55936
Prisoners,2014,1,0,0.0,146233
Private Life,1983,1,0,0.0,202783
Private Smith of the U.S.A.,1943,1,0,0.0,236837
Portrait of Chieko,1968,1,0,0.0,202773
Popular Science J-7-1,1938,1,0,0.0,233713
Return of the Seven,1967,1,0,0.0,12639
Pigskin Parade,1937,1,0,0.0,83633
Pete Kelly's Blues,1956,1,0,0.0,43321
Pretty Woman,1991,1,0,0.0,114
Return to Oz,1986,1,0,0.0,13155
She Loves Me Not,1935,1,0,0.0,111582
School of Assassins,1995,1,0,0.0,244884
She Married a Cop,1940,1,0,0.0,218323
See You at the Pillar,1968,1,0,0.0,243316
Secrets of the Heart,1998,1,0,0.0,92603
Sarah and Son,1931,1,0,0.0,104216
Scratch-As-Catch-Can,1933,1,0,0.0,0
Saratoga Trunk,1947,1,0,0.0,0
Sari's Mother,2008,1,0,0.0,0
Saturday Night Fever,1978,1,0,0.0,11009
Saving Mr. Banks,2014,1,0,0.0,140823
Say Goodbye,1971,1,0,0.0,0
Say One for Me,1960,1,0,0.0,111031
School in the Mailbox,1948,1,0,0.0,240437
Schtonk!,1993,1,0,0.0,6547
Reunion in Vienna,1934,1,0,0.0,174116
Scottsboro: An American Tragedy,2001,1,0,0.0,70564
Screen Play,1993,1,0,0.0,130301
Secret Command,1945,1,0,0.0,82247
Screen Snapshots' 25th Anniversary,1946,1,0,0.0,240392
Screen Snapshots' 50th Anniversary of Motion Pictures,1945,1,0,0.0,0
Screen Souvenirs,1933,1,0,0.0,173751
Scrooged,1989,1,0,0.0,9647
Seance on a Wet Afternoon,1965,1,0,0.0,3092
Searching for Bobby Fischer,1994,1,0,0.0,14291
Second Class Mail,1986,1,0,0.0,210824
Second Fiddle,1940,1,0,0.0,43835
Seconds,1967,1,0,0.0,20620
Sally,1931,1,0,0.0,0
Sallah,1965,1,0,0.0,116762
Salim Baba,2008,1,0,0.0,245026
Mother India,1958,1,0,0.0,917
Monsieur Verdoux,1948,1,0,0.0,30588
Monster House,2007,1,0,0.0,9297
Monument to the Dream,1968,1,0,0.0,243315
Moon Rockets,1948,1,0,0.0,240431
Moonrise Kingdom,2013,1,0,0.0,83666
Moonrise,1949,1,0,0.0,28392
Moontide,1943,1,0,0.0,42062
More about Nostradamus,1941,1,0,0.0,0
More,1999,1,0,0.0,36107
Moscow Moods,1937,1,0,0.0,233689
Most (The Bridge),2004,1,0,0.0,0
Mother Goose Goes Hollywood,1939,1,0,0.0,67128
Mother Is a Freshman,1950,1,0,0.0,103930
Monsieur Lazhar,2012,1,0,0.0,78480
My Architect,2004,1,0,0.0,50314
My Best Friend's Wedding,1998,1,0,0.0,8874
Nocturnal Animals,2017,1,0,0.0,340666
Nightcrawler,2015,1,0,0.0,242582
Nelly's Folly,1962,1,0,0.0,168187
Nell,1995,1,0,0.0,1945
Never Cry Wolf,1984,1,0,0.0,14280
Never Give Up: The 20th Century Odyssey of Herbert Zipper,1996,1,0,0.0,244895
New Americans,1945,1,0,0.0,240386
New Boy,2009,1,0,0.0,9262
Nibbles,2004,1,0,0.0,0
Night People,1955,1,0,0.0,76372
Monsieur Pointu,1976,1,0,0.0,0
Mongol,2008,1,0,0.0,12246
Salaam Bombay!,1989,1,0,0.0,45129
Murderball,2006,1,0,0.0,14278
Mr. Blabbermouth!,1943,1,0,0.0,100255
Mr. Dodd Takes the Air,1938,1,0,0.0,218343
Mr. Gardenia Jones,1943,1,0,0.0,0
Mr. Holland's Opus,1996,1,0,0.0,2054
Mr. Hulot's Holiday,1956,1,0,0.0,0
Mr. Saturday Night,1993,1,0,0.0,54087
Mt. Head,2003,1,0,0.0,36072
Muddy River,1982,1,0,0.0,125257
Mulan,1999,1,0,0.0,10674
Mouse and Garden,1961,1,0,0.0,234760
Mural on Our Street,1966,1,0,0.0,243284
"Murder, Inc.",1961,1,0,0.0,15375
Murmur of the Heart,1973,1,0,0.0,0
Mondo Cane,1964,1,0,0.0,87524
Music Box,1990,1,0,0.0,2263
Music for Millions,1946,1,0,0.0,0
Music for the Movies: Bernard Herrmann,1993,1,0,0.0,136645
Music in Manhattan,1945,1,0,0.0,218100
Music in My Heart,1941,1,0,0.0,130365
Mustang,2016,1,0,0.0,336804
Movie Pests,1945,1,0,0.0,101541
Mouse Wreckers,1949,1,0,0.0,0
My Beautiful Laundrette,1987,1,0,0.0,0
Moonraker,1980,1,0,0.0,1
Mona Lisa,1987,1,0,0.0,1
Mondays at Racine,2013,1,0,0.0,1
Night Train,1942,1,0,0.0,0
Night and Day,1947,1,0,0.0,1
Nightlife,1977,1,0,0.0,1
Rooftops of New York,1962,1,0,0.0,1
My Son John,1953,1,0,0.0,1
"My Son, My Son!",1941,1,0,0.0,1
My Sweet Little Village,1987,1,0,0.0,0
My Wild Irish Rose,1948,1,0,0.0,1
Mysteries of the Deep,1960,1,0,0.0,1
Mysterious Castles of Clay,1979,1,0,0.0,1
Mystery Street,1951,1,0,0.0,1
Même les Pigeons Vont au Paradis (Even Pigeons Go to Heaven),2008,1,0,0.0,0
People of the Wind,1977,1,0,0.0,1
Period of Adjustment,1963,1,0,0.0,1
Perri,1958,1,0,0.0,1
Sadie Thompson,1929,1,0,0.0,1
Room on the Broom,2014,1,0,0.0,0
Naked Yoga,1975,1,0,0.0,1
Roommates,1996,1,0,0.0,1
Rooty Toot Toot,1952,1,0,0.0,1
Rose Kennedy: A Life to Remember,1991,1,0,0.0,1
Royal Scotland,1953,1,0,0.0,1
Royal Wedding,1952,1,0,0.0,1
Rugged Bear,1954,1,0,0.0,1
Ruggles of Red Gap,1936,1,0,0.0,1
Runaway Brain,1996,1,0,0.0,67166
Russian Soil,1942,1,0,0.0,236822
Sagebrush and Silver,1942,1,0,0.0,236815
Romance of Transportation,1953,1,0,0.0,242996
Saint Matthew Passion,1967,1,0,0.0,243303
My Sister Eileen,1943,1,0,0.0,33052
My Night at Maud's,1971,1,0,0.0,0
My Night at Maud's,1970,1,0,0.0,48831
Na Wewe,2011,1,0,0.0,95468
Nights and Days,1977,1,0,0.0,153358
Nine Lives,1958,1,0,0.0,20372
Nine to Five,1981,1,0,0.0,19494
No End in Sight,2008,1,0,0.0,12901
No Hunting,1956,1,0,0.0,67138
No Sad Songs for Me,1951,1,0,0.0,179057
No Time for Love,1945,1,0,0.0,0
No Time for Nuts,2007,1,0,0.0,46247
No Way Out,1951,1,0,0.0,28433
Noah's Ark,1960,1,0,0.0,74542
Napoleon and Samantha,1973,1,0,0.0,42486
Nails,1980,1,0,0.0,244361
My Big Fat Greek Wedding,2003,1,0,0.0,8346
My Love (Moya Lyubov),2008,1,0,0.0,0
My Boy Johnny,1945,1,0,0.0,240384
My Brilliant Career,1981,1,0,0.0,0
My Country 'Tis of Thee,1951,1,0,0.0,0
"My Country, My Country",2007,1,0,0.0,50100
My Dearest Señorita,1973,1,0,0.0,185417
"My Family, Mi Familia",1996,1,0,0.0,38722
My Favorite Year,1983,1,0,0.0,31044
My Financial Career,1964,1,0,0.0,0
My Geisha,1963,1,0,0.0,1
My Grandmother Ironed the King's Shirts,2000,1,0,0.0,1
The Garden,2009,1,0,0.0,1
The Wild and the Brave,1975,1,0,0.0,1
The Painted Door,1985,1,0,0.0,1
The Wildest Show in the South: The Angola Prison Rodeo,2000,1,0,0.0,1
Captains of the Clouds,1943,2,0,0.0,1
Music of the Heart,2000,2,0,0.0,1
The Black Hole,1980,2,0,0.0,1
Murphy's Romance,1986,2,0,0.0,1
The Blue Bird,1941,2,0,0.0,1
The Blue Veil,1952,2,0,0.0,1
The Bodyguard,1993,2,0,0.0,1
The Bold and the Brave,1957,2,0,0.0,1
The Perfect Storm,2001,2,0,0.0,1
Sherlock Holmes,2010,2,0,0.0,1
Desiree,1955,2,0,0.0,1
The Sweet Hereafter,1998,2,0,0.0,1
What's Love Got to Do with It,1994,2,0,0.0,1
Clear and Present Danger,1995,2,0,0.0,1
The Big Sky,1953,2,0,0.0,1
Two for the Seesaw,1963,2,0,0.0,1
The Taming of the Shrew,1968,2,0,0.0,1
A Special Day,1978,2,0,0.0,1
Winterset,1937,2,0,0.0,1
What a Way to Go!,1965,2,0,0.0,1
Cape Fear,1992,2,0,0.0,1
Fantastic Mr. Fox,2010,2,0,0.0,1
A Simple Plan,1999,2,0,0.0,1
The Witches of Eastwick,1988,2,0,0.0,6069
Face to Face,1977,2,0,0.0,29454
A Tale of Two Cities,1937,2,0,0.0,0
Carmen Jones,1955,2,0,0.0,51044
Mrs. Parkington,1945,2,0,0.0,50066
My Foolish Heart,1950,2,0,0.0,0
Carrie,1977,2,0,0.0,7340
Inside Llewyn Davis,2014,2,0,0.0,86829
That Certain Age,1939,2,0,0.0,61649
How to Train Your Dragon,2011,2,0,0.0,10191
On the Riviera,1952,2,0,0.0,29577
Navajo,1953,2,0,0.0,149258
The Barretts of Wimpole Street,1935,2,0,0.0,43693
Mogambo,1954,2,0,0.0,25009
The Battle of Algiers,1969,2,0,0.0,0
Mrs. Brown,1998,2,0,0.0,17589
Mr. Skeffington,1945,2,0,0.0,43307
The Bostonians,1985,2,0,0.0,40775
Inherent Vice,2015,2,0,0.0,171274
The Boys from Syracuse,1941,2,0,0.0,188123
Mourning Becomes Electra,1948,2,0,0.0,82101
My Life as a Dog,1988,2,0,0.0,0
Intermezzo,1940,2,0,0.0,31868
Interview with the Vampire,1995,2,0,0.0,628
Morituri,1966,2,0,0.0,42737
Morgan!,1967,2,0,0.0,42724
Into the Wild,2008,2,0,0.0,5915
Invictus,2010,2,0,0.0,22954
Mrs. Henderson Presents,2006,2,0,0.0,10773
The Battle of Gettysburg,1956,2,0,0.0,243026
My Week with Marilyn,2012,2,0,0.0,75900
In Old Oklahoma,1944,2,0,0.0,40719
The Best of Everything,1960,2,0,0.0,57103
In Which We Serve,1944,2,0,0.0,0
The World According to Garp,1983,2,0,0.0,11307
Devil Take Us,1953,2,0,0.0,0
One of Our Aircraft Is Missing,1943,2,0,0.0,43780
Air Force One,1998,2,0,0.0,9772
Cars,2007,2,0,0.0,920
American Gangster,2008,2,0,0.0,4982
Biutiful,2011,2,0,0.0,45958
The Slipper and the Rose--The Story of Cinderella,1978,2,0,0.0,0
Up in Arms,1945,2,0,0.0,113757
The Slender Thread,1966,2,0,0.0,51054
The Sky's the Limit,1944,2,0,0.0,43515
The Sterile Cuckoo,1970,2,0,0.0,54494
Easy Rider,1970,2,0,0.0,624
Cimarron,1961,2,0,0.0,46623
The Silver Chalice,1955,2,0,0.0,65212
Airport '77,1978,2,0,0.0,7227
This Sporting Life,1964,2,0,0.0,18774
Deepwater Horizon,2017,2,0,0.0,296524
All-American Co-Ed,1942,2,0,0.0,96139
Alibi,1930,2,0,0.0,13847
Alice Adams,1936,2,0,0.0,43886
They Were Expendable,1946,2,0,0.0,18771
Beau Geste,1940,2,0,0.0,36851
Dragon Seed,1945,2,0,0.0,123665
Dragonslayer,1982,2,0,0.0,848
Drums along the Mohawk,1940,2,0,0.0,73194
Duel in the Sun,1947,2,0,0.0,32275
Vertigo,1959,2,0,0.0,426
Theodora Goes Wild,1937,2,0,0.0,52429
Batman Returns,1993,2,0,0.0,364
Anastasia,1998,2,0,0.0,0
Twister,1997,2,0,0.0,664
A Very Long Engagement,2005,2,0,0.0,2841
A New Kind of Love,1964,2,0,0.0,42798
A Thousand and One Nights,1946,2,0,0.0,90984
The Savages,2008,2,0,0.0,8272
Carrie,1953,2,0,0.0,43358
Despicable Me 2,2014,2,0,0.0,93456
Extremely Loud & Incredibly Close,2012,2,0,0.0,64685
Closer,2005,2,0,0.0,2288
Farewell My Concubine,1994,2,0,0.0,10997
Can-Can,1961,2,0,0.0,33726
The Wind and the Lion,1976,2,0,0.0,14815
Bye Bye Birdie,1964,2,0,0.0,25167
Babes in Arms,1940,2,0,0.0,32610
Decision before Dawn,1952,2,0,0.0,4461
Twilight of Honor,1964,2,0,0.0,138990
Collateral,2005,2,0,0.0,1538
A Medal for Benny,1946,2,0,0.0,114077
A Man Called Ove,2017,2,0,0.0,0
Wag the Dog,1998,2,0,0.0,586
Finian's Rainbow,1969,2,0,0.0,42622
Bite the Bullet,1976,2,0,0.0,32617
The Reivers,1970,2,0,0.0,5928
Babes in Toyland,1962,2,0,0.0,32611
Can't Help Singing,1946,2,0,0.0,0
A Serious Man,2010,2,0,0.0,12573
Big,1989,2,0,0.0,2280
Camille Claudel,1990,2,0,0.0,0
The Spy Who Came In from the Cold,1966,2,0,0.0,13580
One Million B.C.,1941,2,0,0.0,3592
The Little Prince,1975,2,0,0.0,37627
"Heaven Knows, Mr. Allison",1958,2,0,0.0,37103
The Imaginarium of Doctor Parnassus,2010,2,0,0.0,8054
The Devil and Miss Jones,1942,2,0,0.0,43801
Journey into Spring,1959,2,0,0.0,243167
The Happy Ending,1970,2,0,0.0,94608
Jet Carrier,1955,2,0,0.0,243017
The Crowd,1929,2,0,0.0,3061
Michael Collins,1997,2,0,0.0,1770
Ironweed,1988,2,0,0.0,40962
Minstrel Man,1945,2,0,0.0,218096
Is Paris Burning?,1967,2,0,0.0,4708
The Incredible Sarah,1977,2,0,0.0,147362
The Chorus (Les Choristes),2005,2,0,0.0,5528
It Happened Tomorrow,1945,2,0,0.0,3589
It's Always Fair Weather,1956,2,0,0.0,17640
The Devil Wears Prada,2007,2,0,0.0,350
The Cotton Club,1985,2,0,0.0,2148
Memento,2002,2,0,0.0,0
The Competition,1981,2,0,0.0,42158
Maytime,1938,2,0,0.0,43862
The Contender,2001,2,0,0.0,6521
The Hunchback of Notre Dame,1940,2,0,0.0,31685
The Corn Is Green,1946,2,0,0.0,43492
Martin Luther,1954,2,0,0.0,89154
The Howards of Virginia,1941,2,0,0.0,52360
Juarez,1940,2,0,0.0,78318
The Guardsman,1933,2,0,0.0,0
Mister Buddwing,1967,2,0,0.0,207681
Jonathan Livingston Seagull,1974,2,0,0.0,56150
The Heart Is a Lonely Hunter,1969,2,0,0.0,22176
Last Tango in Paris,1974,2,0,0.0,0
The Gold Rush,1943,2,0,0.0,0
Starting Over,1980,2,0,0.0,54663
Smash-Up--The Story of a Woman,1948,2,0,0.0,0
Queen Bee,1956,2,0,0.0,28296
Star Trek VI The Undiscovered Country,1992,2,0,0.0,174
The Merry Widow,1953,2,0,0.0,185197
The Oscar,1967,2,0,0.0,56168
Star Spangled Rhythm,1944,2,0,0.0,0
Harry Potter and the Prisoner of Azkaban,2005,2,0,0.0,673
The Messenger,2010,2,0,0.0,28089
Harry Potter and the Deathly Hallows Part 1,2011,2,0,0.0,12444
Radio Days,1988,2,0,0.0,30890
The Mirror Has Two Faces,1997,2,0,0.0,25189
Nobody's Fool,1995,2,0,0.0,11593
The Heartbreak Kid,1973,2,0,0.0,40687
Tales of Hoffmann,1952,2,0,0.0,44334
Louisiana Purchase,1942,2,0,0.0,97818
The Crucible,1997,2,0,0.0,20539
